









Frequency of observations in the selected location(s).:
Number of taxa: 	476

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
small falcon sp.	5.187E-4	4.307E-4	0.0	7.095E-4	0.0	3.49E-4	4.108E-4	4.234E-4	3.834E-4	3.351E-4	0.0018921	0.0017441	0.0015079	0.0013378	7.324E-4	7.67E-4	9.123E-4	3.012E-4	2.0E-4	3.858E-4	0.0	3.96E-4	0.0	3.568E-4	0.0	0.0	0.0010101	9.997E-4	9.565E-4	4.808E-4	4.751E-4	0.0021479	0.0019755	3.917E-4	0.0	0.0016995	4.218E-4	6.904E-4	0.0014757	6.913E-4	0.0	0.0	5.045E-4	3.66E-4	0.0	0.0	0.0	5.669E-4	
falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.351E-4	0.0015	2.18E-4	5.026E-4	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.808E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.452E-4	0.0	3.457E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.001003	0.0	
diurnal raptor sp.	2.593E-4	0.0	0.0	3.547E-4	0.0	0.0	2.054E-4	0.0	3.834E-4	3.351E-4	0.0015	0.0015	0.0015	0.0015	2.441E-4	3.068E-4	0.0015	1.506E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	5.297E-4	0.0	0.0	0.0	0.0	0.0	3.068E-4	0.0	0.0	4.212E-4	0.0015	0.0	0.0	0.0	3.457E-4	0.0	4.713E-4	0.0	0.0	0.0015	0.0	0.0	0.0	
Budgerigar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	7.834E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Monk Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
parakeet sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.454E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-sided Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534E-4	0.0	0.0028614	0.0021996	0.0054012	0.002608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.808E-4	0.0033254	0.0082847	0.0134334	0.0094007	0.0058972	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Wood-Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003345	0.0343373	0.1557688	0.267554	0.257079	0.2463366	0.2307061	0.1919372	0.186637	0.184322	0.1727273	0.1699434	0.1731229	0.1831731	0.1938242	0.2160172	0.1860925	0.1609871	0.109941	0.0618627	0.0227752	0.0027615	4.919E-4	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-bellied Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	0.0012048	0.0131974	0.021412	0.0078241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.565E-4	0.0024038	0.0128266	0.0205585	0.0150138	0.0235018	0.0151643	0.0020394	4.218E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Acadian Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018072	0.0083983	0.0227623	0.0342772	0.030495	0.0258621	0.0160542	0.0160356	0.0105932	0.0176768	0.0113296	0.0047824	0.0019231	4.751E-4	6.137E-4	3.951E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001506	0.0117976	0.0356867	0.0245902	0.0182178	0.0147783	0.0049946	0.0044543	0.0042373	0.0060606	0.0049983	0.0038259	0.0033654	0.0042755	0.0012274	7.902E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Willow Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.041E-4	0.0112952	0.0795841	0.1282793	0.1210879	0.1128713	0.0907225	0.0538709	0.0552339	0.0625	0.0813131	0.0893036	0.061693	0.0341346	0.0280285	0.0184106	3.951E-4	0.0	4.212E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Alder/Willow Flycatcher (Traill's Flycatcher)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.001506	0.009798	0.0086806	0.0037258	0.0023762	0.0049261	0.0042811	0.0044543	0.0058263	0.0045455	0.0036654	0.0047824	0.0072115	0.008076	0.0092053	0.0019755	0.0015668	8.425E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027612	0.0673559	0.1204819	0.1307738	0.054784	0.016766	0.0138614	0.0098522	0.0082055	0.0075724	0.0090042	0.009596	0.0086638	0.010043	0.0153846	0.0313539	0.0518564	0.0438562	0.0434783	0.0248526	0.0101971	0.0021088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Empidonax sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021286	0.0057229	0.0131974	0.0081019	0.0052161	0.0039604	0.001642	0.0042811	0.0017817	0.0026483	0.0035354	0.0056648	0.0071736	0.0105769	0.0175772	0.0141148	0.0071118	0.0137094	0.0088458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Phoebe	0.0	4.307E-4	0.0013357	3.547E-4	4.85E-4	0.0	2.054E-4	4.234E-4	0.0	3.351E-4	0.0186061	0.0767386	0.1945212	0.219175	0.1970215	0.1863783	0.1619279	0.1591867	0.1561688	0.128858	0.0968703	0.1005941	0.1055008	0.0863361	0.1006682	0.0884534	0.0712121	0.068977	0.0583453	0.06875	0.0665083	0.0638233	0.0640063	0.070897	0.0905644	0.1019714	0.1020666	0.0921643	0.0570585	0.0293813	0.0081068	0.00377	0.0025227	7.321E-4	5.679E-4	0.0	5.015E-4	5.669E-4	
Great Crested Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011198	0.0755664	0.149247	0.239952	0.2527006	0.2239195	0.1908911	0.1621511	0.1309311	0.1296214	0.1202331	0.0919192	0.0826391	0.0707795	0.0509615	0.0522565	0.0536975	0.050968	0.0344693	0.0092671	0.0030591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0132809	0.0017283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079767	0.0450053	0.0841867	0.1417716	0.1292438	0.1292846	0.1148515	0.1091954	0.0984659	0.118931	0.1324153	0.1474747	0.1296235	0.1300813	0.1331731	0.1030879	0.060448	0.0229158	0.0074422	0.0012637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scissor-tailed Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
new world flycatcher sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.513E-4	4.459E-4	4.883E-4	6.136E-4	7.602E-4	0.0042169	0.004999	0.0036651	0.0029806	0.0019802	0.0020525	0.0032108	0.0022272	0.0026483	0.0030303	0.0033322	0.0023912	0.0014423	0.0052257	0.0073642	0.0071118	0.0082256	0.0037911	0.0040789	0.0025306	0.0010356	9.838E-4	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.441E-4	0.0056757	0.0059298	1.506E-4	3.999E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.051E-4	0.0	0.0	0.0	4.751E-4	0.0	0.0	0.0015	4.212E-4	3.399E-4	4.218E-4	3.452E-4	9.838E-4	6.913E-4	4.769E-4	9.425E-4	0.0	0.0032943	5.679E-4	0.0016676	0.0	0.0	
Yellow-throated Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.136E-4	0.010187	0.0159639	0.020196	0.0142747	0.0104322	0.009505	0.0065681	0.008919	0.0040089	0.0052966	0.0060606	0.0039987	4.782E-4	0.0033654	0.0038005	0.003989	0.003951	0.0047004	0.0037911	0.0016995	8.435E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-headed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.459E-4	0.0090332	0.0466329	0.1085601	0.0894578	0.0591882	0.0183256	0.0160209	0.0166337	0.0094417	0.0099893	0.0146993	0.0095339	0.0065657	0.0039987	0.0023912	0.0024038	0.0014252	0.0024547	0.0063216	0.0078339	0.0269587	0.0482665	0.0556727	0.0476355	0.0245942	0.0082959	0.0014306	4.713E-4	0.0	0.0	0.0	0.0	0.0	0.0	
solitary vireo sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Philadelphia Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	0.0115964	0.0407918	0.0217978	3.726E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023753	0.009819	0.0292375	0.0524873	0.0463353	0.0414684	0.00717	0.0020711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0251572	0.1864072	0.2733434	0.3213357	0.2631173	0.2138599	0.2071287	0.1954023	0.1480557	0.1389755	0.1297669	0.1106061	0.1039653	0.0769967	0.0658654	0.0916865	0.1301013	0.1702884	0.1645123	0.0964617	0.0224337	0.0025306	6.904E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Philadelphia/Eastern Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.561E-4	3.012E-4	0.0013997	9.645E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.751E-4	0.0046026	0.0027657	0.0019585	0.0012637	0.0013596	8.435E-4	0.0	4.919E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern/Western Warbling Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.204E-4	0.0183974	0.101506	0.2329534	0.2874228	0.2097615	0.1936634	0.1978654	0.1559044	0.1616927	0.1498941	0.1156566	0.101966	0.0860832	0.06875	0.0760095	0.1328628	0.1386804	0.1633373	0.1229992	0.0887152	0.0375369	0.00932	0.0014757	3.457E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Philadelphia/Red-eyed Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.751E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
vireo sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534E-4	1.52E-4	4.518E-4	5.999E-4	1.929E-4	0.0	0.0	0.0	0.0	4.454E-4	0.0	0.0	3.332E-4	4.782E-4	4.808E-4	9.501E-4	6.137E-4	0.0	0.0015668	4.212E-4	6.798E-4	0.0	3.452E-4	0.0	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Loggerhead Shrike	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	3.726E-4	3.96E-4	4.105E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.808E-4	4.751E-4	9.205E-4	0.0051363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shrike	0.0085581	8.613E-4	0.0022262	0.0017737	0.0024248	0.0024433	0.0010269	0.0012701	0.0057515	0.002681	0.0018921	0.0019621	0.0012566	6.689E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.913E-4	0.0023844	0.0108388	0.0055499	0.0062225	0.0034072	0.0033352	0.0090271	0.0073696	
Blue Jay	0.3309129	0.3135228	0.3539626	0.3632494	0.3482056	0.373822	0.4009037	0.3509738	0.3684816	0.3448391	0.3475244	0.3717026	0.3832621	0.3904125	0.4199219	0.4721583	0.5355025	0.5453313	0.5330934	0.4753086	0.4400149	0.460198	0.4511494	0.4302533	0.4289532	0.4544492	0.4348485	0.4298567	0.4447633	0.4274038	0.4589074	0.4786744	0.4958514	0.5526831	0.6828138	0.6199864	0.608604	0.5716258	0.5361535	0.5281714	0.4763948	0.4401508	0.4561049	0.3700586	0.3923907	0.3724291	0.3861585	0.3815193	
Black-billed Magpie	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Crow	0.3970436	0.3854436	0.3842386	0.3994324	0.4233754	0.3954625	0.3789279	0.4902625	0.5214724	0.5080429	0.5234942	0.5177676	0.4883136	0.4624303	0.4694824	0.4787544	0.4725559	0.4575301	0.4461108	0.418017	0.3882265	0.3893069	0.3842365	0.3638958	0.3376392	0.3755297	0.3454545	0.3548817	0.3715925	0.3600962	0.3966746	0.4081006	0.4109048	0.4469252	0.4738837	0.4653297	0.4795445	0.4811874	0.4928677	0.4929139	0.4830711	0.4599434	0.4445005	0.420571	0.4094265	0.4063369	0.4182548	0.425737	
Fish Crow	0.0062241	0.0086133	0.0031167	0.0060305	0.0101843	0.0080279	0.0024646	0.0105843	0.006135	0.0053619	0.0053611	0.0030521	0.0027645	0.0015608	0.0029297	0.002301	9.123E-4	6.024E-4	9.998E-4	1.929E-4	7.452E-4	0.0	4.105E-4	0.0010703	8.909E-4	0.0010593	0.0015	6.664E-4	4.782E-4	9.615E-4	4.751E-4	0.0018411	0.0019755	3.917E-4	0.0012637	0.0020394	0.0012653	6.904E-4	0.0014757	0.0027653	0.0052456	0.0051838	0.0050454	0.0076867	0.0090857	0.0144525	0.0035105	0.0068027	
American/Fish Crow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.234E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
crow sp.	5.187E-4	8.613E-4	8.905E-4	7.095E-4	4.85E-4	0.0027923	0.0018484	0.0016935	3.834E-4	3.351E-4	3.154E-4	4.36E-4	0.0015079	0.0011148	0.001709	9.204E-4	0.0010643	0.0010542	5.999E-4	3.858E-4	7.452E-4	3.96E-4	0.0015	3.568E-4	0.0	0.0	0.0	0.0	4.782E-4	9.615E-4	0.0	3.068E-4	7.902E-4	0.0015668	0.0021061	6.798E-4	0.0	0.0017259	0.0014757	0.0017283	9.537E-4	9.425E-4	0.0010091	0.0018302	0.0034072	5.559E-4	5.015E-4	2.834E-4	
Common Raven	0.0230809	0.0198105	0.0222618	0.0145442	0.0242483	0.0202443	0.0135551	0.0186283	0.0260736	0.0231233	0.01766	0.0211467	0.0251319	0.0274247	0.0212402	0.0217825	0.0174852	0.0189759	0.019996	0.0144676	0.0182563	0.0114851	0.0135468	0.0132001	0.0084633	0.0121822	0.0131313	0.0136621	0.0162602	0.0134615	0.0185273	0.0220927	0.0193599	0.0262436	0.0214827	0.0254929	0.0244623	0.0258889	0.0265617	0.0380228	0.0290892	0.0245052	0.0227043	0.0208638	0.0238501	0.0255698	0.0180542	0.0269274	
crow/raven sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-capped Chickadee	0.495332	0.5073213	0.5066785	0.5026605	0.5106693	0.5678883	0.6036147	0.5076207	0.5065184	0.5080429	0.5033113	0.5029431	0.50666	0.5068004	0.5344238	0.5648106	0.5555724	0.513253	0.4785043	0.3817515	0.3070045	0.3283168	0.3165025	0.3642526	0.3995546	0.4348517	0.4060606	0.428857	0.444285	0.4480769	0.5059382	0.5286898	0.5345713	0.5526831	0.5930918	0.5897349	0.5807676	0.5612703	0.5317265	0.5530591	0.5460181	0.5339303	0.5570131	0.5043924	0.5491198	0.5236242	0.5391174	0.5405329	
Boreal Chickadee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.834E-4	
Tufted Titmouse	0.2038382	0.2028424	0.2021371	0.2018446	0.199806	0.2561955	0.2949271	0.2171888	0.2151074	0.208445	0.184169	0.1826902	0.2025635	0.1953177	0.1970215	0.207854	0.1812376	0.1846386	0.1975605	0.1749614	0.1583458	0.1726733	0.1403941	0.141634	0.1643653	0.1816737	0.1535354	0.1599467	0.1425155	0.1326923	0.1415677	0.1310218	0.1426314	0.1547199	0.1815501	0.1740313	0.179671	0.1891612	0.1888834	0.1956447	0.1926562	0.1880302	0.209889	0.1694729	0.2032936	0.1962201	0.2111334	0.2216553	
Horned Lark	0.002334	0.0017227	0.0048976	0.0042568	0.0072745	0.0073298	0.0055453	0.0143946	0.0115031	0.0134048	0.0085147	0.0085023	0.0065343	0.0055741	0.003418	0.0021476	0.0022807	0.0010542	0.0013997	0.0017361	0.0014903	0.0015842	0.0020525	3.568E-4	8.909E-4	5.297E-4	0.0015152	0.0019993	4.782E-4	0.0024038	4.751E-4	0.003989	0.0031608	0.0015	4.212E-4	0.0010197	0.0012653	0.0024163	0.0014757	0.0027653	0.0066762	9.425E-4	0.0050454	0.0010981	5.679E-4	0.0011117	0.0015045	0.0034014	
Bank Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.001709	0.0073631	0.0138361	0.0192771	0.0267946	0.0227623	0.0178838	0.0158416	0.0143678	0.0174813	0.0227171	0.03125	0.0323232	0.0373209	0.0468675	0.0317308	0.0251781	0.0159558	0.0031608	0.0035253	4.212E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tree Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023458	0.0138757	0.0545019	0.1231465	0.1917503	0.229248	0.2667587	0.2957275	0.2698795	0.29994	0.2615741	0.2503726	0.2451485	0.2430213	0.2119158	0.1750557	0.1541314	0.1454545	0.1116295	0.0946915	0.0831731	0.0698337	0.0343664	0.0185697	0.0070505	0.0029486	0.003399	0.0033741	6.904E-4	0.0034432	3.457E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Purple Martin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-4	0.0012566	0.0024526	0.013916	0.0177941	0.0156606	0.0182229	0.024795	0.0241127	0.0312966	0.0289109	0.0299672	0.0274706	0.0253898	0.029661	0.0383838	0.0506498	0.0659971	0.0533654	0.031829	0.0242406	0.0260766	0.0066588	0.0021061	6.798E-4	4.218E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Rough-winged Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54E-4	0.0067856	0.038573	0.0856934	0.1201104	0.1208758	0.1174699	0.1329734	0.1111111	0.0935171	0.0851485	0.0837438	0.0852658	0.114922	0.1212924	0.1106061	0.0736421	0.0640842	0.0485577	0.0365796	0.0257748	0.0122481	0.0097924	0.0029486	0.003399	0.0029523	0.0027615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034881	0.0140739	0.0590858	0.1037598	0.1888326	0.2750494	0.2893072	0.3343331	0.3059414	0.2853949	0.2748515	0.2820197	0.2714948	0.2957684	0.3215042	0.3318182	0.3165611	0.3529412	0.3528846	0.3287411	0.2285977	0.1086527	0.0344693	0.0050548	0.0027192	0.0046394	0.0020711	4.919E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cliff Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-4	0.0	8.919E-4	0.0029297	0.0079767	0.016725	0.0180723	0.0329934	0.0347222	0.0409836	0.0431683	0.0357143	0.0406707	0.0476615	0.0471398	0.0388889	0.0309897	0.0320421	0.0197115	0.0199525	0.0085916	0.0015804	0.0027419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barn x Cliff Swallow (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52E-4	0.0	0.0	9.645E-4	0.0011177	0.0011881	0.0012315	7.135E-4	0.0	5.297E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cave Swallow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023844	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
swallow sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	0.0020106	0.0015608	0.0053711	0.0067495	0.0083625	0.009488	0.0093981	0.0094522	0.0093145	0.0071287	0.0041051	0.0096325	0.0106904	0.0127119	0.0106061	0.0106631	0.011956	0.0100962	0.015677	0.0141148	0.0047412	0.0043087	0.0	0.0010197	4.218E-4	6.904E-4	4.919E-4	3.457E-4	9.537E-4	4.713E-4	0.0015	0.0	0.0	0.0	0.0	0.0	
Ruby-crowned Kinglet	0.0012967	4.307E-4	0.0	3.547E-4	4.85E-4	6.981E-4	2.054E-4	4.234E-4	0.0	0.0	3.154E-4	0.0037061	0.0133199	0.0860647	0.2475586	0.3822672	0.3626273	0.2201807	0.064987	0.0055941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.068E-4	0.0059265	0.0172346	0.0598147	0.1604351	0.2479966	0.2823611	0.2429907	0.1520913	0.0495947	0.0183789	0.0100908	0.0069546	0.0017036	0.0044469	0.003009	0.0011338	
